ら戳,秨絃基,程蔼基,程基,Μ絃基,EMA45,А絬よ,Θユ秖,А秖10ら,А秖よ,戈,щ獺,犁坝,猭,,北絃,磕戈,磕ㄩ,ユ產计,把籔瞯,禦秈產计,芥產计,ㄩ芥緇肂,up.5days
2020/12/1,111.09,111.58,110.65,111.58,106.26,1,5097,6778,0,-2670,50,1296,-1324,-796,-635,811,218,671,0.7811,608,391,27833,1
2020/12/2,112.26,112.8,111.77,112.65,106.54,1,6132,5416,1,1967,88,-499,1556,1479,1279,734,228,699,0.8137,515,580,29290,1
2020/12/3,112.7,113.33,112.26,112.65,106.8,1,5977,5563,1,2051,78,-1268,861,206,-9,685,228,642,0.7474,546,468,30544,1
2020/12/4,113.14,114.65,113.14,114.51,107.14,1,12352,6319,1,6887,0,-5715,1172,1756,1488,562,211,722,0.8405,563,630,32557,1
2020/12/7,115.68,115.92,114.7,115.58,107.51,1,6860,6425,1,-818,26,-1738,-2530,-1014,-866,480,210,739,0.8603,670,563,32826,0
2020/12/8,115.63,117.19,115.14,117.19,107.93,1,6402,6447,0,590,152,95,837,-292,13,478,210,735,0.8556,651,591,33265,0
2020/12/9,117.14,117.34,116.65,117.19,108.33,1,6303,6658,0,-731,498,-1718,-1951,-1977,-1656,488,206,719,0.837,675,438,34206,0
2020/12/10,116.31,116.31,115.24,115.77,108.65,1,8418,7244,1,-3099,41,-237,-3295,-3118,-3180,513,203,771,0.8976,758,432,34581,0
2020/12/11,115.97,116.31,114.46,115.92,108.97,1,4799,7191,0,-513,167,-1052,-1398,-906,-1265,510,203,720,0.8382,678,473,34925,0
2020/12/14,115.82,115.82,115.19,115.43,109.25,1,2480,6482,0,-365,42,-542,-865,-485,-593,514,205,639,0.7439,587,324,35087,1
2020/12/15,115.14,115.19,113.97,114.26,109.47,1,9665,6939,1,-3195,102,-1345,-4438,-2652,-2467,522,207,760,0.8847,743,400,36454,1
2020/12/16,115.09,116.46,115.04,116.41,109.77,1,13383,7664,1,7274,43,-6573,744,1601,1060,511,210,674,0.7846,506,562,38288,0
2020/12/17,116.31,116.31,115.19,115.77,110.03,1,3002,7366,0,45,94,-1205,-1066,-522,-626,522,211,661,0.7695,595,380,38981,1
2020/12/18,115.73,115.87,115.19,115.38,110.26,1,2585,6390,0,-340,0,-451,-791,-515,-498,514,211,639,0.7439,587,343,39397,1
2020/12/21,115.43,116.56,114.7,116.51,110.54,1,4402,6144,0,1039,34,1074,2147,893,878,501,211,663,0.7718,524,511,39620,1
2020/12/22,116.21,116.65,115.04,115.19,110.74,1,5849,6089,0,-1883,67,-1185,-3001,-558,-552,499,211,704,0.8196,654,456,40352,1
2020/12/23,115.04,115.48,114.7,115.34,110.94,1,4247,5883,0,-1797,0,-11,-1808,-570,-550,523,210,667,0.7765,582,408,39387,1
2020/12/24,115.58,116.02,115.38,115.97,111.16,1,2499,5291,0,52,0,-579,-527,119,138,510,210,566,0.6589,435,381,39371,1
2020/12/25,116.26,116.75,115.77,116.12,111.37,1,2878,5099,0,136,0,696,832,319,293,489,210,612,0.7125,480,460,39519,1
2020/12/28,116.21,117.14,116.21,117.14,111.62,1,3496,5201,0,121,37,-200,-42,733,868,503,210,667,0.7774,489,558,37301,1
2020/12/29,117.19,117.34,116.51,117.04,111.86,1,3177,4552,0,5,94,-59,40,-433,-351,499,209,630,0.7343,545,387,37005,1
2020/12/30,117.14,118.7,117.04,118.7,112.16,1,5502,3764,1,2363,-34,866,3195,1941,1792,508,209,714,0.8322,462,656,37014,1
2020/12/31,119.24,119.48,118.8,119.34,112.47,1,5846,4048,1,2605,82,-1834,853,-344,-380,487,205,677,0.789,587,487,36308,1
2021/1/4,119.29,121.53,119.09,121.39,112.86,1,6308,4420,1,-635,0,-1276,-1911,-1129,-1133,525,186,711,0.8287,658,549,36830,1
2021/1/5,121.24,121.68,120.8,121.63,113.24,1,4963,4477,1,-178,97,-316,-397,-1121,-1240,487,186,727,0.8473,681,473,36963,1
2021/1/6,123.1,124.12,121.14,122.95,113.66,1,10860,4978,1,-1359,75,-1969,-3253,-1473,-1494,448,182,773,0.9009,727,619,37507,1
2021/1/7,123.53,125.93,123.53,125.83,114.19,1,6863,5239,1,-1360,52,781,-527,-424,-378,548,179,745,0.8683,675,607,36420,1
2021/1/8,127.49,128.12,126.46,128.07,114.79,1,13299,6319,1,-7325,388,1429,-5508,-4617,-3494,645,172,802,0.9347,771,624,36420,1
2021/1/11,128.07,129.15,127.39,129.15,115.42,1,10493,7081,1,-1771,197,-751,-2325,-3021,-2779,691,170,783,0.9126,761,577,36212,1
2021/1/12,129.15,129.98,128.46,128.95,116.01,1,11223,7853,1,-1654,303,-331,-1682,-2296,-2709,555,158,784,0.9138,759,601,35494,1
2021/1/13,129.59,132.22,129.54,132.08,116.7,1,10913,8627,1,-1322,46,548,-728,-1108,-1146,692,155,770,0.8974,713,634,37185,1
2021/1/14,131.78,131.83,130.17,130.86,117.32,1,12391,9316,1,-6888,276,1622,-4990,-5248,-4698,825,123,795,0.9266,785,453,37263,1
2021/1/15,133.88,134.71,131.2,131.3,117.93,1,21933,10925,1,-8587,252,3331,-5004,-2239,-2299,793,87,804,0.9371,771,666,35059,1
2021/1/18,131.39,131.73,128.95,131.2,118.5,1,14496,11743,1,-5272,80,1243,-3949,-2344,-2744,787,6,795,0.9266,761,601,33752,1
2021/1/19,131.98,134.81,131.98,134.66,119.21,1,12262,12473,0,-4415,270,6266,2121,1180,846,813,0,771,0.8986,682,681,30177,0
2021/1/20,134.81,136.18,134.37,134.91,119.89,1,30367,14424,1,1336,131,-2139,-672,-2154,-2603,1000,0,805,0.9382,780,650,30097,0
2021/1/21,135.1,139.84,135.05,139.59,120.75,1,14030,15141,0,-642,290,-326,-678,-1587,-1817,1186,0,805,0.9382,779,688,25619,0
2021/1/22,137.85,138.65,134.66,137.1,121.46,1,24714,16282,1,-5243,342,-10326,-15227,-13682,-11228,1246,14,831,0.9685,825,557,25619,0
2021/1/25,136.85,136.95,133.86,135.25,122.06,1,14259,16659,0,-3688,124,1383,-2181,-2755,-3396,1213,56,818,0.9534,796,684,25529,0
2021/1/26,135.2,136.25,131.46,132.51,122.51,1,15080,17045,0,-4340,89,-585,-4836,-3597,-4971,1289,66,823,0.9592,814,665,25265,1
2021/1/27,132.96,134.06,131.91,132.71,122.95,1,8124,16766,0,237,-1046,377,-432,-1366,-1488,1240,84,775,0.9033,754,587,25552,1
2021/1/28,129.67,130.97,129.07,130.02,123.26,1,15243,17051,0,-4765,80,859,-3826,-4251,-4225,1269,87,825,0.9615,817,669,25632,1
2021/1/29,131.26,131.51,127.87,127.87,123.46,1,14710,16329,0,-5100,146,167,-4787,-4896,-4972,1263,106,816,0.951,804,615,25712,1
2021/2/1,127.87,130.62,127.22,130.42,123.76,1,14510,16330,0,-1414,-437,1786,-65,-1462,-1053,1279,114,797,0.93,770,679,25606,1
2021/2/2,132.16,134.71,132.16,134.11,124.21,1,11195,16223,0,458,0,607,1065,504,273,1178,116,783,0.9137,728,710,25476,1
2021/2/3,135.1,135.15,133.86,134.01,124.64,1,7317,13918,0,256,224,-106,374,-312,-569,1194,114,772,0.9008,728,601,25444,1
2021/2/4,133.06,134.21,132.01,133.21,125.01,1,6784,13194,0,222,650,-1456,-584,-765,-854,1177,109,748,0.8728,712,517,25535,1
2021/2/5,134.46,135.95,133.86,134.46,125.42,1,9117,11634,0,242,70,2434,2746,1803,1469,1122,115,780,0.9102,701,708,23596,1
2021/2/17,138.65,140.49,138.65,140.19,126.07,1,19308,12139,1,1029,445,2440,3914,4615,3647,1045,112,829,0.9673,764,801,23816,0
2021/2/18,140.19,140.89,139.24,139.99,126.67,1,10805,11711,0,-259,427,1268,1436,-481,-534,1042,102,791,0.923,757,679,23494,0
2021/2/19,139.19,139.19,137.25,138.5,127.19,1,9328,11832,0,-2894,29,-689,-3554,-3340,-3386,1070,102,817,0.9533,797,558,22981,0
2021/2/22,139.44,140.39,138.4,138.45,127.67,1,7156,11023,0,62,-50,144,156,-674,-916,986,109,779,0.909,742,619,23120,0
2021/2/23,136.8,138.35,136.1,138.15,128.13,1,8026,10355,0,-1491,130,-259,-1620,-1485,-2063,924,122,793,0.9253,769,563,23127,0
2021/2/24,136.65,137.85,135.9,136.1,128.48,1,11227,10026,1,-1572,-206,-4066,-5844,-3802,-4291,932,116,812,0.9475,805,520,23285,0
2021/2/25,137.5,137.8,136.35,137.2,128.86,1,10368,9944,1,5781,-950,-2844,1987,-94,-194,950,103,733,0.8553,683,559,23425,0
2021/2/26,134.31,134.86,132.96,133.06,129.04,1,27726,11985,1,-18388,211,-3155,-21332,-14860,-13034,1015,78,832,0.9708,829,529,23495,0
2021/3/2,135.15,135.3,133.11,133.11,129.22,1,7501,12056,0,-1546,-281,-580,-2407,-1739,-1932,998,93,791,0.9241,766,601,24013,0
2021/3/3,133.41,135.05,132.36,135.05,129.47,1,8597,12004,0,363,98,-859,-398,-381,-594,997,85,755,0.882,707,600,24053,0
2021/3/4,134.01,134.01,131.36,132.41,129.6,1,17641,11838,1,-10280,167,-608,-10721,-10047,-9446,1125,99,834,0.9743,828,470,24101,1
2021/3/5,129.72,132.26,129.17,131.61,129.69,1,14721,12229,1,-4760,38,29,-4693,-5317,-4865,1176,103,823,0.9614,809,570,24087,1
2021/3/8,133.41,133.46,131.16,131.51,129.76,1,12425,12539,0,-3449,-446,-647,-4542,-2874,-2617,1222,133,781,0.9124,761,555,23906,1
2021/3/9,130.22,131.26,129.42,131.01,129.82,1,13756,13199,1,-6587,150,327,-6110,-4428,-4327,1238,132,806,0.9416,801,561,23906,1
2021/3/10,131.96,132.26,131.06,131.56,129.89,1,5609,12957,0,-1480,0,-143,-1623,-1371,-1373,1272,124,766,0.8949,737,506,23908,1
2021/3/11,131.71,134.61,131.71,134.36,130.09,1,9344,12769,0,211,99,3090,3400,2483,2580,1267,112,778,0.9089,659,730,23908,1
2021/3/12,134.91,135.3,134.16,134.91,130.3,1,5701,12302,0,162,59,1413,1634,771,399,1272,119,754,0.8808,658,625,23608,0
2021/3/15,134.91,134.91,134.11,134.56,130.48,1,3852,9915,0,-444,-23,18,-449,167,-45,1209,119,715,0.8353,657,491,23608,0
2021/3/16,135.1,135.3,134.41,135,130.68,1,6869,9852,0,1600,142,667,2409,2627,1633,1152,121,733,0.8563,595,641,23558,0
2021/3/17,135,135.05,133.66,133.86,130.82,1,6923,9684,0,-1868,60,1821,13,-82,-468,1088,134,770,0.8995,723,528,23134,0
2021/3/18,134.76,135.7,134.46,134.56,130.98,1,7051,8625,0,1602,-150,2248,3700,2617,1942,1112,131,746,0.8715,593,654,22924,0
2021/3/19,133.11,133.16,131.96,132.46,131.04,1,10692,8222,1,-6051,75,-1100,-7076,-5232,-4948,1124,111,816,0.9533,812,459,22934,1
2021/3/22,132.06,133.26,131.26,133.06,131.13,1,5510,7531,0,-758,0,1377,619,161,-69,1371,118,729,0.8516,681,550,21834,1
2021/3/23,133.56,134.36,133.26,133.26,131.23,1,6994,6855,1,751,75,-2702,-1876,1023,628,1103,143,706,0.8248,596,549,20206,1
2021/3/24,131.46,132.11,130.97,131.16,131.22,0,11083,7402,1,-7586,20,-1470,-9036,-6958,-6700,1129,121,811,0.9474,806,398,19755,1
2021/3/25,130.77,132.21,130.27,131.61,131.24,1,5186,6986,0,-1331,0,289,-1042,-978,-1295,1116,132,761,0.889,736,504,19755,1
2021/3/26,132.71,134.06,132.21,134.01,131.36,1,8135,7230,1,2333,54,1925,4312,3551,3083,1056,179,772,0.9019,571,734,19705,1
2021/3/29,134.86,135.55,134.71,135.1,131.52,1,8323,7677,1,1168,87,4293,5548,3035,2552,964,189,777,0.9077,618,723,19245,1
2021/3/30,135.45,135.6,134.86,135.55,131.7,1,4938,7484,0,134,322,2502,2958,1786,1682,880,171,720,0.8411,554,646,18795,1
2021/3/31,135.45,135.45,134.26,134.41,131.82,1,7829,7574,1,-3538,3,-1174,-4709,-291,-501,890,173,738,0.8621,691,513,18124,1
2021/4/1,135.35,135.7,134.86,135.4,131.97,1,7420,7611,0,4460,0,359,4819,4239,3036,820,172,748,0.8738,555,711,18175,1
2021/4/6,137.95,137.95,136.9,137.3,132.2,1,9540,7496,1,566,96,1472,2134,4122,3015,780,170,789,0.9217,647,742,18175,0
2021/4/7,137.35,137.6,136.8,137.45,132.43,1,4478,7393,0,-228,91,-418,-555,214,198,769,168,742,0.8668,671,608,18175,1
2021/4/8,137,137.9,136.3,137.9,132.67,1,6467,7340,0,-578,-50,3546,2918,2327,1604,746,169,752,0.8785,617,690,18175,1
2021/4/9,138.5,138.55,137.3,137.6,132.88,1,3763,6608,0,-266,-50,692,376,742,567,751,164,735,0.8586,657,583,18135,1
2021/4/12,137.7,138.05,136.3,136.8,133.05,1,6146,6704,0,-3092,-36,933,-2195,-445,-430,735,164,749,0.875,700,548,18135,1
2021/4/13,136.85,138.45,136.65,136.8,133.22,1,5824,6473,0,20,73,2758,2851,2363,1981,724,164,752,0.8785,614,686,18137,1
2021/4/14,137,137.55,135.7,137.55,133.4,1,6608,6301,1,-1400,163,1035,-202,713,220,725,167,754,0.8808,690,589,18225,1
2021/4/15,137.7,138.7,137.25,138.7,133.63,1,7803,6588,1,526,0,4005,4531,3424,3178,722,167,758,0.8855,533,710,18188,0
2021/4/16,138.55,138.89,138.05,138.89,133.86,1,11331,6938,1,6410,-214,-1022,5174,1823,1137,702,167,727,0.8493,624,615,18208,0
2021/4/19,138.89,139.39,138.3,139.14,134.09,1,8221,7018,1,5227,51,-1133,4145,1927,1648,663,161,731,0.854,582,659,18208,1
2021/4/20,138.5,139.19,138.45,138.89,134.3,1,4898,6554,0,1471,65,1160,2696,699,556,661,161,683,0.7979,570,534,18208,1
2021/4/21,138.6,138.6,137.65,137.65,134.45,1,8098,6916,1,-348,29,-1530,-1849,-1376,-1401,643,162,755,0.882,741,443,18493,1
2021/4/22,138.2,138.7,137.35,137.55,134.58,1,4152,6684,0,1500,0,-339,1161,752,504,627,159,722,0.8435,641,567,18546,1
2021/4/23,137.55,138.79,137.05,138.79,134.77,1,6128,6921,0,835,44,1074,1953,1699,1214,611,161,697,0.8143,496,613,19563,0
2021/4/26,139.64,140.99,139.54,140.84,135.03,1,12215,7528,1,7185,15,797,7997,5287,4187,548,153,786,0.9182,549,757,19563,0
2021/4/27,140.84,141.34,140.44,140.89,135.28,1,6751,7621,0,4750,57,-1565,3242,1087,854,411,153,697,0.8143,571,599,19497,0
2021/4/28,140.89,140.89,139.84,140.04,135.49,1,3107,7270,0,-197,-32,-289,-518,-291,-274,407,153,697,0.8143,631,452,19497,0
2021/4/29,140.64,141.64,140.24,140.24,135.7,1,9026,7393,1,3347,-14,1497,4830,1612,1301,396,157,735,0.8586,565,662,19497,0
2021/5/3,140.04,140.04,137.75,137.9,135.79,1,7325,6992,1,-54,-154,-3200,-3408,-2919,-2822,406,157,802,0.9369,792,520,19746,1
2021/5/4,137.9,138,134.66,136.7,135.83,1,13831,7553,1,-3859,116,-1744,-5487,-2148,-2808,456,152,801,0.9357,780,623,19615,0
2021/5/5,136.7,136.95,135.35,135.4,135.81,0,9345,7998,1,-3591,-46,-201,-3838,-1915,-2130,467,152,788,0.9206,768,500,19616,0
2021/5/6,135.95,137.15,135.15,136.6,135.85,1,8216,8010,1,-1849,60,-1176,-2965,-529,-686,508,150,730,0.8528,695,505,19833,0
2021/5/7,137.8,139.09,137.6,139.04,135.99,1,7168,8311,0,-945,132,3593,2780,1681,1680,504,159,732,0.8551,549,665,19404,0
2021/5/10,139.14,139.14,137.75,138.1,136.08,1,4491,8148,0,449,30,-1551,-1072,-668,-626,515,159,706,0.8248,661,441,19456,0
2021/5/11,135.4,135.45,132.26,132.91,135.94,0,26853,9611,1,-13732,123,-5043,-18652,-14215,-13151,645,144,834,0.9743,832,564,19748,0
2021/5/12,132.56,132.56,120.89,129.07,135.64,0,40086,12945,1,-12054,-43,-9067,-21164,-14193,-13370,888,96,838,0.979,837,748,21753,1
2021/5/13,125.93,129.67,124.68,127.17,135.27,0,28101,15444,1,-11967,98,-3606,-15475,-6355,-6110,895,133,828,0.9673,818,708,22654,1
2021/5/14,128.17,129.92,127.52,128.62,134.99,0,15790,16121,0,-3695,0,267,-3428,-2808,-2686,934,157,808,0.9439,803,642,22929,1
2021/5/17,124.88,128.47,124.38,126.18,134.6,0,32506,18639,1,-8840,539,-7739,-16040,-5199,-5053,1403,155,824,0.9626,819,728,23110,1
2021/5/18,128.02,131.96,127.67,131.96,134.49,0,16612,18917,0,-1395,548,2854,2007,2797,2058,1239,171,814,0.9509,741,763,23229,1
2021/5/19,131.86,132.31,130.17,131.06,134.34,0,17194,19702,0,-7376,152,7496,272,106,-880,1167,164,757,0.8843,710,593,23770,1
2021/5/20,131.01,131.06,129.37,130.17,134.16,0,9781,19858,0,-1401,54,1186,-161,-1018,-1315,1083,208,759,0.8867,736,480,24371,1
2021/5/21,132.16,133.51,130.97,132.01,134.06,0,10248,20166,0,2135,0,384,2519,1775,1299,855,207,740,0.8645,619,640,24459,1
2021/5/24,131.21,132.31,130.82,131.81,133.97,0,10375,20755,0,-6562,55,154,-6353,-531,-667,880,196,720,0.8411,666,497,24459,1
2021/5/25,132.56,134.31,132.56,134.06,133.97,1,10326,19102,0,1361,38,3634,5033,3842,2562,795,206,769,0.8984,597,711,24094,1
2021/5/26,134.51,134.81,133.61,134.16,133.98,1,5247,15618,0,672,45,-218,499,1193,703,777,211,693,0.8096,577,558,24125,1
2021/5/27,133.16,133.36,132.01,133.21,133.94,0,5858,13394,0,-1279,126,-1597,-2750,-1408,-1361,834,197,732,0.8551,708,419,24207,1
2021/5/28,134.56,135.55,133.96,135.45,134.01,1,9755,12790,0,2990,30,3089,6109,4663,3384,795,201,753,0.8797,518,714,24236,1
2021/5/31,135.45,137.2,135.45,136.75,134.13,1,10607,10600,1,6060,0,274,6334,4022,2926,734,205,755,0.882,577,715,24241,1
2021/6/1,136.85,137.75,136.85,137.35,134.27,1,5711,9510,0,2467,657,-796,2328,1623,1140,709,207,708,0.8271,559,606,24354,0
2021/6/2,137.45,137.65,136.3,137.35,134.4,1,5118,8303,0,2197,0,-1286,911,525,386,661,207,713,0.8329,641,535,24354,0
2021/6/3,137.6,138.1,137.15,137.25,134.53,1,5138,7838,0,2540,0,806,3346,1678,1498,627,206,708,0.8271,528,619,24354,0
2021/6/4,136.65,136.65,135.95,136.6,134.62,1,3269,7140,0,-313,-341,415,-239,-233,-364,619,205,694,0.8107,643,475,24354,1
2021/6/7,136.85,137.05,134.31,136.95,134.72,1,10994,7202,1,-1891,7,-3460,-5344,231,-384,612,222,737,0.861,689,553,24609,1
2021/6/8,136.95,137.15,136.15,136.15,134.78,1,3022,6472,0,-533,250,-754,-1037,-492,-474,611,222,652,0.7617,600,360,24802,1
2021/6/9,135.95,135.95,134.71,135.15,134.8,1,6289,6576,0,-3148,35,-201,-3314,-1566,-1684,608,156,751,0.8773,731,331,24921,1
2021/6/10,135.65,137.5,135.45,137.25,134.9,1,6954,6686,1,378,0,793,1171,2619,2035,605,165,714,0.8341,475,640,24985,1
2021/6/11,137.75,138.15,137.5,137.75,135.03,1,3428,6053,0,329,128,963,1420,1260,1071,592,148,696,0.8131,524,608,25049,0
2021/6/15,138.25,138.65,138.05,138.5,135.18,1,4126,5405,0,-250,0,1648,1398,777,858,608,147,694,0.8107,559,589,25049,0
2021/6/16,138.35,138.6,137.8,138.35,135.32,1,7330,5567,1,1545,74,-1817,-198,988,621,563,148,683,0.7979,562,528,25069,0
2021/6/17,137.45,137.95,136.8,137.95,135.43,1,3284,5383,0,-888,-348,500,-736,-694,-660,585,151,670,0.7827,610,367,24122,0
2021/6/18,138.5,138.5,137.6,137.65,135.53,1,2250,5095,0,-740,0,837,97,-185,-137,590,155,632,0.7383,561,400,24222,0
2021/6/21,136.55,136.65,134.26,134.36,135.48,0,16679,6436,1,-7563,51,-3687,-11199,-8717,-8370,672,134,822,0.9603,816,457,24601,1
2021/6/22,135.25,135.7,134.16,134.51,135.43,0,6079,5944,1,-1370,-794,-329,-2493,-973,-1064,597,131,747,0.8727,729,447,24601,1
2021/6/23,134.66,136.8,134.46,136.7,135.49,1,6517,6294,1,-739,0,3321,2582,2139,2015,569,136,705,0.8236,492,634,24601,1
2021/6/24,136.7,136.9,136.1,136.35,135.53,1,6290,6294,0,-3115,0,3678,563,177,161,567,138,655,0.7652,558,427,24601,1
2021/6/25,137.1,137.6,136.35,136.6,135.57,1,6623,6261,1,1599,0,2620,4219,967,891,537,145,700,0.8178,531,590,24601,1
2021/6/28,136.65,137.15,136.15,136.85,135.63,1,4090,6327,0,345,63,-313,95,205,247,536,137,644,0.7523,537,465,24601,1
2021/6/29,137.55,138.35,136.95,137.25,135.7,1,9131,6827,1,2096,131,1440,3667,1774,1567,551,137,684,0.8,475,604,24651,1
2021/6/30,137.75,138.99,137.7,138.6,135.82,1,9757,7070,1,6255,0,712,6967,4585,3957,505,145,769,0.8994,500,741,24651,1
2021/7/1,138.65,138.84,137.7,137.95,135.92,1,4681,7210,0,711,0,693,1404,268,153,505,140,708,0.8281,622,530,24651,1
2021/7/2,137.95,138.15,137.55,137.95,136.01,1,4826,7467,0,-1042,14,744,-284,208,60,503,140,647,0.7567,568,412,24651,0
2021/7/5,138.4,139.64,138.4,139.24,136.15,1,7882,6588,1,653,59,3611,4323,2249,2105,479,149,727,0.8503,563,673,24521,0
2021/7/6,139.49,139.69,139.09,139.39,136.29,1,6552,6635,0,-476,80,2310,1914,975,919,482,146,691,0.8082,546,565,24521,1
2021/7/7,139.24,139.29,138.25,138.65,136.39,1,6776,6661,1,590,66,2099,2755,265,110,466,131,715,0.8363,644,514,24321,1
2021/7/8,138.79,139.14,137.85,138.5,136.48,1,4085,6440,0,-413,14,2207,1808,-95,-211,472,113,653,0.7637,592,419,23753,1
2021/7/9,137.55,137.55,136.6,137.4,136.52,1,7177,6496,1,-2436,0,-879,-3315,-2165,-2295,482,103,777,0.9088,763,394,23486,1
2021/7/12,138.7,139.69,138.2,138.65,136.61,1,13737,7460,1,8987,-20,2638,11605,2975,2201,447,39,728,0.8515,534,659,23486,0
2021/7/13,139.64,140.64,139.59,139.79,136.75,1,14008,7948,1,9526,108,1833,11467,4297,3437,449,40,777,0.9088,529,736,23486,0
2021/7/14,139.84,140.74,139.79,140.14,136.9,1,9605,7933,1,5334,222,1329,6885,1289,1182,484,23,686,0.8023,516,599,23497,0
2021/7/15,140.59,141.49,140.44,141.44,137.1,1,12339,8699,1,7216,0,-73,7143,2096,1796,418,0,744,0.8702,516,680,22198,0
2021/7/16,139.44,139.64,138.7,139.54,137.2,1,9507,9167,1,-878,57,-222,-1043,-2530,-2219,439,0,745,0.8713,731,351,22219,0
2021/7/19,138.65,138.84,137.2,137.95,137.24,1,10857,9464,1,-3340,57,1063,-2220,-3531,-3428,476,0,787,0.9205,777,351,22250,0
2021/7/20,137.45,137.95,136.7,136.85,137.22,0,8444,9654,0,-1531,-528,-2771,-4830,-3159,-3267,482,0,781,0.9135,778,396,22318,0
2021/7/21,138,138,136.1,136.7,137.2,0,13272,10303,1,4594,66,-9890,-5230,-3471,-3649,487,5,793,0.9275,785,422,22324,0
2021/7/22,137.8,138.55,137.25,137.65,137.22,1,6243,10519,0,1701,-256,1149,2594,140,112,486,7,679,0.7942,597,485,22349,0
2021/7/23,138.05,138.3,137.35,137.65,137.23,1,3243,10126,0,-341,0,-555,-896,-789,-743,482,10,681,0.7965,636,358,22263,0
2021/7/26,137.75,138.05,136.25,136.45,137.2,0,12150,9967,1,-6980,0,-1231,-8211,-4796,-4587,531,16,802,0.938,798,316,22301,1
2021/7/27,136.5,137.05,136.05,136.4,137.17,0,10678,9634,1,-5879,144,-837,-6572,-5165,-4711,573,26,774,0.9053,761,380,22301,1
2021/7/28,136.1,136.1,133.75,134.25,137.04,0,31584,11832,1,-21773,0,-3595,-25368,-16925,-13284,776,21,827,0.9673,824,440,22307,1
2021/7/29,135.85,136.6,135.25,136.5,137.02,0,10889,11687,0,2169,-99,3673,5743,-256,-104,678,59,728,0.8515,653,576,22307,1
2021/7/30,136.6,136.6,136,136.05,136.97,0,4040,11140,0,-13,0,140,127,-442,-386,953,68,693,0.8105,634,418,21807,1
2021/8/2,137,138,136.05,137.9,137.01,1,7376,10792,0,3593,0,1310,4903,1873,1448,953,66,707,0.8269,523,586,21807,1
2021/8/3,137.95,138.45,137.7,138.45,137.08,1,6224,10570,0,1960,80,3141,5181,1601,1418,926,66,673,0.7871,470,583,21807,0
2021/8/4,138.65,139.3,138.45,139.25,137.17,1,5643,9807,0,3721,0,851,4572,3788,2816,871,82,728,0.8515,426,678,21807,0
2021/8/5,139.25,139.45,138.85,139,137.25,1,5841,9767,0,4709,-70,-295,4344,3352,2167,832,83,704,0.8234,489,646,21607,0
2021/8/6,138.9,139,137.8,138.8,137.32,1,4032,9846,0,544,46,-524,66,1404,534,831,66,687,0.8035,587,511,21607,0
2021/8/9,138.2,138.55,136.7,138.4,137.36,1,5187,9149,0,2022,66,-663,1425,644,178,515,74,706,0.8257,641,531,21568,0
2021/8/10,138.45,138.5,137.5,137.65,137.38,1,2677,8349,0,562,69,-339,292,293,180,488,74,691,0.8082,639,459,21568,0
2021/8/11,137.35,137.65,136.6,137.2,137.37,0,3867,5578,0,98,59,-832,-675,-564,-725,481,86,728,0.8515,709,454,21439,0
2021/8/12,137.2,137.25,136.5,136.95,137.35,0,2377,4726,0,-305,0,-275,-580,-536,-716,492,79,680,0.7953,643,339,21439,0
2021/8/13,136.6,136.85,135.55,135.65,137.28,0,7816,5104,1,-4749,0,-1516,-6265,-4226,-3716,558,44,797,0.9322,790,377,21439,0
2021/8/16,135.5,135.75,134.9,135.35,137.19,0,11135,5480,1,-5343,52,-1776,-7067,-4271,-3203,570,61,786,0.9193,768,456,20419,0
2021/8/17,135.4,135.5,134.3,134.35,137.07,0,13758,6233,1,-8359,170,-2776,-10965,-7277,-6072,612,67,821,0.9602,815,400,20613,1
2021/8/18,133.6,134.95,132.45,134.9,136.98,0,22163,7885,1,-12288,0,-1982,-14270,-9455,-7570,757,61,817,0.9556,805,524,20695,1
2021/8/19,134.5,134.5,131.6,131.8,136.75,0,28091,10110,1,-17816,67,-3096,-20845,-13162,-11657,871,60,830,0.9708,825,473,20800,1
2021/8/20,132.2,132.8,130.2,130.75,136.49,0,16501,11357,1,-9945,26,-1912,-11831,-5810,-5464,999,76,811,0.9485,807,469,22508,1
2021/8/23,132.25,134.45,132.15,134.35,136.4,0,6087,11447,0,384,0,350,734,728,835,986,105,764,0.8936,644,652,22631,1
2021/8/24,135.2,135.35,134.6,134.75,136.33,0,5087,11688,0,-1187,0,1077,-110,387,7,858,127,699,0.8175,595,515,22631,1
2021/8/25,135.15,136.1,135.15,136.05,136.31,0,7032,12005,0,1320,41,3109,4470,2288,1664,806,152,721,0.8433,511,655,22631,1
2021/8/26,137.45,138,136.35,137,136.34,1,7276,12495,0,1993,59,1268,3320,2824,2200,704,125,724,0.8468,518,670,22581,1
2021/8/27,136.7,138.5,136.45,138.15,136.42,1,16875,13401,1,5382,51,6478,11911,8096,5095,583,130,765,0.8947,465,748,22551,1
2021/8/30,138.65,139.5,138.45,139.5,136.56,1,21974,14484,1,16200,30,2542,18772,14482,8374,521,136,803,0.9392,459,786,22172,1
2021/8/31,139.4,140.35,138.1,140.35,136.72,1,16604,14769,1,9894,189,3116,13199,9315,6892,448,146,792,0.9274,556,775,22190,1
2021/9/1,140.15,141.3,140.05,141,136.91,1,18844,14437,1,13938,0,-1498,12440,9451,5813,761,148,799,0.9356,509,781,21854,0
