ら戳,秨絃基,程蔼基,程基,Μ絃基,EMA45,А絬よ,Θユ秖,А秖10ら,А秖よ,戈,щ獺,犁坝,猭,,北絃,磕戈,磕ㄩ,ユ產计,把籔瞯,禦秈產计,芥產计,ㄩ芥緇肂,up.5days
2018/7/10,73.99,74.13,73.72,73.81,72.96,1,4914,6033,0,286,2400,-44,2642,1673,1234,1218,132,537,0.598,231,460,746,1
2018/7/11,73.14,73.32,72.78,73.14,72.97,1,3899,5592,0,224,0,-1504,-1280,-499,-563,1263,115,402,0.4477,348,157,746,1
2018/7/12,73.05,73.99,72.96,73.99,73.01,1,6883,5074,1,3071,16,2830,5917,2310,1873,1194,116,541,0.6024,187,483,746,1
2018/7/13,74.31,74.66,74.13,74.62,73.08,1,13662,5782,1,2984,0,6368,9352,7644,5766,1060,115,743,0.8274,193,736,746,1
2018/7/16,74.57,74.71,74.31,74.31,73.14,1,5332,5897,0,1247,24,2075,3346,1959,1549,808,99,553,0.6158,250,469,746,1
2018/7/17,74.17,74.17,73.77,73.9,73.17,1,2993,5694,0,-88,0,615,527,234,195,817,0,394,0.4388,257,245,746,1
2018/7/18,74.44,74.75,74.26,74.35,73.22,1,13174,6837,1,7736,0,-2784,4952,3338,2513,703,0,588,0.6548,193,548,746,1
2018/7/19,74.39,75.02,74.35,74.57,73.28,1,13218,7847,1,5697,0,2663,8360,5628,4060,659,0,666,0.7416,177,643,740,1
2018/7/20,75.2,75.83,75.2,75.78,73.39,1,18403,9152,1,12558,0,1129,13687,8983,5917,551,0,759,0.8452,207,751,740,1
2018/7/23,76.1,76.5,75.69,76.32,73.52,1,8504,9098,0,6176,0,-921,5255,3388,2556,541,15,599,0.667,222,538,740,1
2018/7/24,76.23,76.46,75.96,76.46,73.64,1,5117,9119,0,2459,0,1836,4295,2260,1896,537,21,555,0.618,175,517,561,1
2018/7/25,75.87,76.59,75.87,76.5,73.77,1,6352,9364,0,5270,0,-956,4314,1671,1253,532,23,496,0.5523,180,446,561,1
2018/7/26,76.5,76.96,76.5,76.73,73.9,1,8471,9523,0,7125,0,-1183,5942,2020,1753,502,25,538,0.5991,163,496,561,0
2018/7/27,76.82,77.41,76.82,77.36,74.05,1,5947,8751,0,3133,0,1312,4445,2268,1871,444,45,574,0.6392,156,537,561,0
2018/7/30,77.32,77.54,77.09,77.23,74.19,1,3230,8541,0,1567,-30,512,2049,962,862,465,45,457,0.5095,214,370,561,1
2018/7/31,77.05,77.36,76.78,77.23,74.32,1,2740,8516,0,631,-265,1152,1518,664,671,478,47,411,0.4582,181,323,561,0
2018/8/1,77.45,77.81,77.45,77.77,74.47,1,4013,7600,0,1986,0,632,2618,1135,1062,471,49,473,0.5273,175,407,561,0
2018/8/2,77.72,77.77,76.59,76.59,74.56,1,4775,6755,0,1909,0,-713,1196,3,-162,436,47,464,0.5173,329,284,561,1
2018/8/3,77.09,77.36,77.05,77.23,74.68,1,1225,5037,0,233,0,320,553,331,370,430,48,321,0.3579,155,243,561,1
2018/8/6,77.23,77.72,77.05,77.36,74.79,1,2425,4430,0,242,0,-445,-203,154,-3,428,65,369,0.4114,207,253,561,0
2018/8/7,77.36,77.45,77.09,77.18,74.9,1,1199,4038,0,154,0,-615,-461,43,-12,417,65,305,0.34,211,156,561,0
2018/8/8,77.45,77.99,77.45,77.77,75.02,1,4075,3810,1,1857,0,-119,1738,749,579,364,67,414,0.4615,179,321,739,0
2018/8/9,77.72,77.86,77.36,77.77,75.14,1,1632,3126,0,283,-10,-721,-448,114,80,373,65,308,0.3434,181,197,739,0
2018/8/10,77.36,77.77,77.32,77.36,75.24,1,1280,2659,0,159,0,-611,-452,-74,-145,388,67,284,0.3166,199,140,739,0
2018/8/13,76.78,76.78,75.51,75.78,75.26,1,7285,3065,1,-2033,0,-2202,-4235,-2697,-3072,518,56,598,0.6667,569,157,742,0
2018/8/14,76.19,76.37,75.87,76.32,75.31,1,2243,3015,0,286,0,836,1122,-140,-188,514,59,364,0.4063,275,191,742,0
2018/8/15,76.28,76.28,75.33,75.6,75.32,1,4280,3042,1,-770,0,-964,-1734,-1609,-1682,619,59,516,0.5759,480,125,742,1
2018/8/16,75.15,75.92,74.97,75.65,75.33,1,4533,3018,1,-725,0,-2618,-3343,-1808,-1822,694,54,540,0.6027,512,162,732,1
2018/8/17,75.78,75.96,75.47,75.51,75.34,1,4640,3359,1,-978,0,-2420,-3398,-2030,-1836,729,56,492,0.5491,468,117,732,1
2018/8/20,75.74,75.92,75.56,75.78,75.36,1,3148,3432,0,-561,0,-2039,-2600,-1843,-1766,811,59,498,0.5558,465,125,732,1
2018/8/21,75.74,76.41,75.74,76.32,75.4,1,5023,3814,1,-2055,1100,-731,-1686,-1071,-1000,785,59,486,0.5424,401,225,732,1
2018/8/22,76.46,76.59,76.14,76.41,75.45,1,3546,3761,0,414,100,-2113,-1599,-930,-863,793,57,426,0.4754,331,204,732,1
2018/8/23,76.55,76.91,76.37,76.78,75.51,1,3869,3985,0,973,0,-61,912,87,86,857,58,365,0.4074,210,240,729,1
2018/8/24,76.73,76.82,76.23,76.55,75.55,1,2549,4112,0,502,200,-1290,-588,-229,-388,1053,59,307,0.3426,238,164,729,1
2018/8/27,76.73,77.23,76.73,77.23,75.62,1,5025,3886,1,2872,0,-161,2711,1027,856,950,127,479,0.5346,235,386,729,1
2018/8/28,77.59,77.99,77.59,77.86,75.72,1,8288,4490,1,5212,0,434,5646,2895,2096,885,133,614,0.6853,235,555,726,1
2018/8/29,78.04,78.85,78.04,78.76,75.85,1,13384,5401,1,8116,35,723,8874,5420,4132,502,150,687,0.7667,234,665,726,0
2018/8/30,79.26,79.75,78.94,79.03,75.99,1,9894,5937,1,3080,-200,1334,4214,2912,2258,439,148,621,0.6931,263,570,701,0
2018/8/31,78.54,78.54,78.04,78.49,76.1,1,4246,5897,0,103,0,51,154,564,343,463,148,477,0.5324,308,327,693,0
2018/9/3,78.49,78.72,77.99,78.04,76.18,1,3670,5949,0,-308,0,445,137,94,142,458,148,419,0.4676,311,247,693,0
2018/9/4,78.36,78.54,78.04,78.54,76.29,1,2358,5683,0,869,-570,329,628,188,143,452,148,354,0.3951,221,233,686,0
2018/9/5,78.54,78.81,78.26,78.54,76.38,1,2496,5578,0,208,0,334,542,207,178,435,147,355,0.3962,217,216,636,0
2018/9/6,78.45,78.45,77.81,78.08,76.46,1,1946,5386,0,-223,0,-223,-446,-152,-213,471,147,334,0.3728,270,137,612,0
2018/9/7,77.81,78.04,77.63,77.99,76.52,1,2506,5381,0,-404,150,-897,-1151,-340,-358,543,145,373,0.4163,304,150,607,1
2018/9/10,78.17,78.17,77.32,77.63,76.57,1,5319,5411,0,-1479,0,-2745,-4224,-2097,-2147,787,154,546,0.6094,516,170,607,0
2018/9/11,77.59,77.63,77.09,77.32,76.61,1,19525,6534,1,-11652,0,-6191,-17843,-13233,-9527,1190,162,788,0.8795,783,140,607,0
2018/9/12,77.5,77.54,76.96,77.23,76.63,1,18584,7054,1,-15726,645,-328,-15409,-11814,-7944,1595,178,793,0.885,782,143,607,1
2018/9/13,77.45,77.45,76.64,76.69,76.63,1,20996,8165,1,-18121,20,-637,-18738,-15098,-12353,1962,179,814,0.9085,813,137,1190,1
2018/9/14,77.41,78.08,77.27,78.08,76.7,1,8616,8602,1,-2055,280,736,-1039,-1844,-1359,1893,215,676,0.7545,585,403,1574,1
2018/9/17,78.08,78.08,77.36,77.5,76.73,1,8989,9134,0,-6457,0,1152,-5305,-2740,-2424,2030,219,582,0.6503,543,172,1941,1
2018/9/18,77.27,77.36,76.91,77.09,76.75,1,6141,9512,0,-3076,0,889,-2187,-1781,-1958,2080,229,605,0.676,570,191,2078,1
2018/9/19,77.45,77.9,77.36,77.77,76.79,1,6882,9950,0,2368,30,-724,1674,79,97,2079,280,471,0.5263,316,299,2254,1
2018/9/20,78.04,78.13,77.45,77.54,76.83,1,4160,10172,0,-1329,200,456,-673,-257,-263,2142,303,382,0.4268,295,207,2384,1
2018/9/21,77.86,78.4,77.54,78.4,76.89,1,7370,10658,0,2579,150,2803,5532,2152,1673,1957,182,572,0.6391,282,493,2384,1
2018/9/25,78.22,78.67,78.17,78.63,76.97,1,7506,10877,0,4878,0,843,5721,3740,2570,1814,187,612,0.6838,222,559,2384,0
2018/9/26,78.45,78.54,78.31,78.45,77.03,1,8037,9728,0,5439,0,348,5787,4690,2696,1461,191,629,0.7028,219,584,2384,0
2018/9/27,78.17,78.94,78.17,78.85,77.11,1,27800,10650,1,23442,0,-243,23199,16824,9600,1053,215,785,0.8771,221,776,607,0
2018/9/28,78.85,79.12,78.17,78.45,77.17,1,13202,9870,1,6660,-70,2413,9003,7002,4755,885,217,711,0.7944,345,667,514,0
2018/10/1,78.45,78.9,78.45,78.85,77.24,1,5914,9600,0,4779,0,204,4983,3149,2627,789,224,600,0.6711,223,549,514,0
2018/10/2,78.76,78.76,77.63,77.68,77.26,1,5434,9245,0,-224,-22,-568,-814,-571,-970,719,227,576,0.6443,496,273,602,0
2018/10/3,77.68,77.9,77.45,77.59,77.28,1,4370,9068,0,1609,-725,236,1120,225,-38,703,228,443,0.4955,346,223,602,0
2018/10/4,77.36,77.36,76.55,76.64,77.25,0,9737,9353,1,-4049,-550,-2392,-6991,-5306,-4286,965,174,726,0.8121,717,147,602,0
2018/10/5,76.28,76.28,74.92,75.33,77.17,0,26744,11611,1,-19567,40,1217,-18310,-16344,-13542,1699,133,835,0.934,829,252,602,0
2018/10/8,74.88,75.29,74.47,74.92,77.07,0,46523,15527,1,-38831,-28,-3400,-42259,-26867,-18826,2667,149,854,0.9553,851,271,4043,0
2018/10/9,74.97,75.29,74.74,75.15,76.98,0,20531,16829,1,-16091,100,-192,-16183,-12745,-9148,2992,153,815,0.9116,812,264,8342,0
2018/10/11,72.35,72.35,69.82,69.87,76.68,0,68552,22881,1,-48003,250,-2482,-50235,-37684,-31225,3880,508,866,0.9687,864,593,9221,1
2018/10/12,70.14,72.26,69.96,72.26,76.48,0,23183,22419,1,-5189,-1500,-1535,-8224,-4437,-4634,3681,602,845,0.9452,813,709,10849,0
2018/10/15,71.77,71.77,71,71.49,76.27,0,49300,26029,1,-41514,0,-2730,-44244,-10389,-7982,4043,711,836,0.9351,828,403,14861,0
2018/10/16,71.31,71.77,70.95,71.58,76.06,0,16687,27106,0,-11625,0,575,-11050,-4344,-3318,4316,715,768,0.8591,752,443,16819,0
2018/10/17,72.62,72.67,71.63,71.68,75.87,0,20309,28594,0,-8888,1500,5018,-2370,-1639,-2106,4199,650,769,0.8602,685,602,18295,0
2018/10/18,71.77,71.99,71.27,71.45,75.68,0,7988,28955,0,-4213,9,255,-3949,-1842,-1725,4049,752,683,0.7648,635,335,18295,0
2018/10/19,70.59,71.58,70.41,71.58,75.5,0,12064,29188,0,-4990,0,2328,-2662,-1374,-1584,3910,761,693,0.776,634,468,18155,0
2018/10/22,70.73,71.81,70.41,71.49,75.33,0,12453,27759,0,-6122,0,-61,-6183,-2516,-2115,3909,660,704,0.7884,665,423,18110,0
2018/10/23,70.5,70.95,70.14,70.19,75.1,0,24898,25597,0,-16465,0,-4080,-20545,-8292,-7607,4420,666,820,0.9183,813,307,15578,0
2018/10/24,70.23,70.37,69.24,69.87,74.88,0,13003,24844,0,-2260,-2230,579,-3911,-2529,-2619,4438,709,785,0.8791,751,507,15672,1
2018/10/25,68.15,68.79,67.97,68.15,74.58,0,28936,20882,1,-15814,0,-5851,-21665,-3691,-4272,4457,759,821,0.9194,804,545,16831,1
2018/10/26,68.83,69.01,67.25,68.06,74.3,0,17784,20342,0,-8315,-350,-2076,-10741,-3552,-3940,4349,883,798,0.8936,780,491,17192,1
2018/10/29,68.47,68.7,68.02,68.38,74.04,0,9883,16401,0,-3073,0,-2057,-5130,-906,-1002,4375,962,686,0.7682,606,411,17192,1
2018/10/30,68.43,68.83,68.15,68.56,73.8,0,6119,15344,0,-1749,100,-128,-1777,-600,-781,4386,1056,599,0.6708,507,384,17372,1
2018/10/31,69.15,70.01,69.15,70.01,73.64,0,9898,14303,0,-1928,0,159,-1769,1623,1398,4303,1080,723,0.8096,517,604,17517,1
2018/11/1,70.28,70.82,70.01,70.77,73.52,0,6807,14185,0,642,0,267,909,1666,1057,4047,1130,685,0.7671,453,586,17517,1
2018/11/2,70.77,71.13,70.41,71,73.41,0,6722,13650,0,22,0,216,238,1100,962,3849,1133,668,0.748,462,542,17517,0
2018/11/5,70.5,70.64,70.05,70.64,73.29,0,4658,12871,0,-143,0,-305,-448,359,2,3717,1172,601,0.673,468,400,17517,0
2018/11/6,70.82,70.86,70.19,70.41,73.16,0,6206,11002,0,-1251,0,-1528,-2779,845,609,3654,1186,574,0.6428,412,408,17517,0
2018/11/7,70.59,70.91,70.46,70.77,73.06,0,6195,10321,0,-452,0,3108,2656,2385,1964,3648,1199,633,0.7088,347,549,17517,0
2018/11/8,71.45,71.68,70.86,71.18,72.97,0,10310,8458,1,795,875,-329,1341,3735,3015,3323,1091,702,0.7861,402,638,17517,0
2018/11/9,70.86,70.86,70.1,70.23,72.86,0,36848,10365,1,-23286,1125,-9916,-32077,-479,-702,3220,1311,646,0.7234,587,341,18897,0
2018/11/12,70.19,70.68,70.01,70.41,72.75,0,6133,9990,0,-904,1130,-86,140,1365,1082,2767,1437,502,0.5622,303,385,18887,0
2018/11/13,68.74,69.73,68.33,69.6,72.61,0,10712,10449,1,-4633,-310,-481,-5424,-1539,-1633,2815,1373,675,0.7567,654,328,18941,0
2018/11/14,69.73,69.87,69.51,69.82,72.49,0,6293,10088,0,-2302,-1130,-383,-3815,-76,-169,2733,1415,496,0.5561,373,285,18941,0
2018/11/15,69.96,70.1,69.28,70.05,72.38,0,5694,9977,0,-1720,-1100,-969,-3789,-65,-173,2858,1413,455,0.5101,357,269,18941,0
2018/11/16,70.37,70.37,69.37,69.46,72.26,0,8884,10193,0,-4811,0,-1655,-6466,-1812,-1730,2991,1414,593,0.6648,571,158,18881,0
2018/11/19,69.55,69.64,69.15,69.24,72.13,0,7058,10433,0,-2633,0,-2630,-5263,-1158,-1168,2873,1410,529,0.593,491,154,18883,0
2018/11/20,68.97,69.06,68.38,68.61,71.97,0,8625,10675,0,-2759,-600,-3326,-6685,-2251,-2238,2982,1290,695,0.7791,673,205,18893,1
2018/11/21,67.97,68.65,67.57,68.61,71.83,0,15125,11568,1,-1503,-1100,-5354,-7957,-1854,-1714,2995,1269,690,0.7735,651,343,18893,1
2018/11/22,68.7,68.83,68.24,68.24,71.67,0,5935,11131,0,-4398,0,-331,-4729,-959,-897,3072,1288,555,0.6222,496,229,18863,1
2018/11/23,68.33,68.47,67.75,68.02,71.51,0,4041,7850,0,-928,0,-51,-979,-1092,-1351,3150,1371,612,0.6861,562,240,18863,1
2018/11/26,68.52,69.46,68.38,68.74,71.39,0,6330,7870,0,68,0,996,1064,75,-212,3047,1338,588,0.6592,465,398,18863,1
2018/11/27,68.56,68.65,67.88,68.65,71.27,0,7626,7561,1,-4954,0,209,-4745,-1662,-1817,3095,1322,615,0.6895,579,221,21093,1
2018/11/28,68.74,69.46,68.38,69.42,71.19,0,7550,7687,0,-89,0,327,238,630,703,2877,1317,594,0.6659,391,443,22631,0
2018/11/29,70.14,70.37,69.55,69.55,71.12,0,8882,8006,1,-1588,217,-643,-2014,778,465,2854,1351,623,0.6984,434,492,22969,0
2018/11/30,69.69,69.82,69.28,69.28,71.04,0,4210,7538,0,-915,1143,-539,-311,-448,-550,2846,1351,511,0.5729,425,271,22969,0
2018/12/3,70.28,71.31,70.23,71.13,71.05,1,13851,8218,1,4381,1208,2396,7985,4835,3707,2651,1283,786,0.8812,490,729,22965,0
2018/12/4,70.86,70.86,70.5,70.64,71.03,0,4118,7767,0,-246,1075,-14,815,-114,-207,2579,1212,546,0.6121,436,331,22965,0
2018/12/5,69.6,69.69,69.19,69.19,70.95,0,9636,7218,1,-2711,0,-3016,-5727,-2826,-2835,2691,1182,724,0.8117,695,269,22965,0
2018/12/6,68.47,68.47,67.57,67.79,70.81,0,20347,8659,1,-12979,0,-4672,-17651,-9365,-8450,3393,1153,823,0.9226,822,265,22965,1
2018/12/7,68.24,68.38,67.97,68.11,70.69,0,6781,8933,0,-1136,-2171,6,-3301,-453,-582,3104,1330,605,0.6783,531,289,23020,0
2018/12/10,67.25,67.61,67.21,67.21,70.54,0,13013,9601,1,-6075,-1157,-3826,-11058,-5874,-4859,3344,1322,778,0.8722,772,200,23246,1
2018/12/11,67.25,67.79,67.21,67.75,70.42,0,5316,9370,0,-3173,0,333,-2840,-2237,-2111,3352,1318,679,0.7612,636,279,23413,1
2018/12/12,68.29,68.83,68.06,68.79,70.35,0,8678,9483,0,801,0,-1472,-671,735,727,3005,1353,667,0.7478,470,554,23455,0
2018/12/13,68.79,69.06,68.56,68.88,70.28,0,6254,9220,0,-987,10,-863,-1840,202,-73,2852,1357,587,0.6581,449,409,23474,0
2018/12/14,68.43,68.43,67.66,68.02,70.19,0,8781,9678,0,-3964,0,-1553,-5517,-3574,-3232,3097,1335,662,0.7422,648,185,24255,0
2018/12/17,68.02,68.65,67.84,68.56,70.12,0,5652,8858,0,-329,0,-800,-1129,1606,1143,3075,1349,571,0.6401,332,469,24305,0
2018/12/18,68.15,68.2,67.75,67.97,70.02,0,7669,9213,0,-3122,0,-2262,-5384,-1371,-1320,3093,1350,576,0.6457,524,221,24445,0
2018/12/19,68.15,68.56,68.02,68.52,69.96,0,4497,8699,0,2977,0,418,3395,1212,883,2798,1350,499,0.5594,257,390,24445,0
2018/12/20,67.7,68.2,67.7,67.75,69.86,0,9562,7620,1,-5454,0,-1459,-6913,-2324,-2031,3008,1340,668,0.7489,634,245,24604,0
2018/12/21,67.66,67.93,67.21,67.88,69.78,0,8481,7790,1,-2995,0,-3032,-6027,-2012,-2007,3087,1313,637,0.7141,604,261,24132,0
2018/12/22,67.57,67.57,67.43,67.57,69.68,0,3003,6789,0,-1171,-10,-560,-1741,-1061,-1131,3148,1311,519,0.5818,487,136,24336,1
2018/12/24,67.57,67.7,67.3,67.43,69.58,0,5952,6853,0,-4728,-10,23,-4715,-1307,-1322,3224,1306,554,0.6211,512,164,24380,0
2018/12/25,66.94,66.94,66.17,66.57,69.45,0,12071,7192,1,-8463,-68,-1616,-10147,-5458,-5071,3422,1370,788,0.8834,777,273,25469,0
2018/12/26,66.8,67.07,66.35,66.39,69.32,0,8920,7459,1,-6535,0,-19,-6554,-2500,-2618,3403,1375,706,0.7915,682,289,25502,0
2018/12/27,67.52,67.84,67.25,67.75,69.25,0,9615,7542,1,-2955,1153,2033,231,2127,1641,3130,1397,702,0.787,454,604,25540,0
2018/12/28,67.79,68.15,67.57,68.15,69.2,0,4630,7440,0,89,0,1368,1457,1920,1585,3130,1403,639,0.7164,332,549,21064,0
2019/1/2,68.47,68.52,66.76,66.85,69.1,0,8532,7526,1,-4290,0,-1391,-5681,-3870,-3812,3359,1385,716,0.8027,692,277,21375,1
2019/1/3,66.62,66.8,66.12,66.21,68.97,0,13347,8411,1,-7420,300,-2434,-9554,-4922,-4537,3560,1389,764,0.8565,756,234,22925,1
2019/1/4,65.72,65.72,65,65.18,68.81,0,21292,9584,1,-10745,-10,-2988,-13743,-6271,-5117,3492,1418,790,0.8857,775,380,25357,1
2019/1/7,66.39,66.85,66.12,66.76,68.72,0,14606,10197,1,-801,0,-3625,-4426,2327,1455,3343,1416,707,0.7926,500,598,25254,1
2019/1/8,66.94,66.94,66.39,66.48,68.62,0,11007,10997,1,-6516,0,331,-6185,-767,-651,3356,778,524,0.5874,459,218,24742,1
2019/1/9,66.76,67.84,66.76,67.7,68.58,0,11431,11545,0,327,0,6177,6504,4964,3865,3000,723,740,0.8296,378,700,24742,1
2019/1/10,67.52,67.61,67.25,67.52,68.54,0,2823,10620,0,-182,0,400,218,166,-21,2934,591,480,0.5381,357,285,23842,1
2019/1/11,67.97,68.38,67.84,68.15,68.52,0,10363,10765,0,4489,0,3648,8137,5456,3903,2648,474,728,0.8161,332,697,23018,1
2019/1/14,68.11,68.11,67.48,67.7,68.48,0,5298,10333,0,1233,-3,85,1315,-417,-538,2647,399,552,0.6188,477,263,21737,1
2019/1/15,67.75,68.43,67.75,68.29,68.48,0,11836,11054,1,2262,-1200,4527,5589,3230,2576,2595,302,650,0.7295,335,577,18829,1
2019/1/16,68.29,68.33,68.02,68.2,68.46,0,15343,11735,1,6273,52,-1070,5255,1349,826,2561,2,581,0.6521,393,430,15960,1
2019/1/17,68.24,68.52,67.84,68.2,68.45,0,10021,11402,0,229,25,4500,4754,140,124,2532,0,536,0.6016,384,368,1530,1
2019/1/18,68.38,68.7,68.06,68.56,68.46,1,8293,10102,0,2800,19,1295,4114,3209,2582,2505,0,663,0.7441,374,610,1524,1
2019/1/21,68.92,69.24,68.83,69.06,68.48,1,10455,9687,1,1773,10,1730,3513,2437,1702,2459,0,729,0.8182,503,633,1724,1
2019/1/22,69.24,69.24,68.68,68.92,68.5,1,8839,9470,0,-718,-507,-5714,-6939,-5326,-4921,2672,71,790,0.8876,781,205,1724,1
2019/1/23,68.87,68.87,68.55,68.59,68.51,1,6407,8968,0,-712,-415,-505,-1632,-2564,-2506,2678,124,692,0.7775,674,212,1524,1
2019/1/24,68.82,69.01,68.64,68.92,68.52,1,3501,9036,0,-421,0,-208,-629,-657,-781,2823,161,507,0.5697,452,190,1514,1
2019/1/25,69.43,69.89,69.38,69.8,68.58,1,7321,8731,0,882,-5,4277,5154,2722,2484,2442,180,692,0.7775,408,623,1236,1
2019/1/28,69.94,70.22,69.85,69.94,68.64,1,3825,8584,0,361,0,337,698,248,37,2428,251,574,0.6449,416,381,1236,1
2019/1/29,69.34,69.38,69.06,69.34,68.67,1,4420,7843,0,-507,-10,-934,-1451,-1697,-1624,2426,271,615,0.691,574,221,1236,1
2019/1/30,69.34,69.48,69.06,69.2,68.69,1,5255,6834,0,-80,-20,-2186,-2286,-1240,-1308,2379,253,588,0.6607,537,219,1236,1
2019/2/11,70.13,70.41,69.66,69.94,68.75,1,6615,6493,1,198,0,3392,3590,1540,1555,2277,284,659,0.7404,447,548,1236,1
2019/2/12,70.13,70.5,70.13,70.41,68.82,1,6164,6280,0,1043,0,2980,4023,2101,1984,2206,355,659,0.7404,369,580,1236,0
2019/2/13,70.69,70.69,70.17,70.27,68.88,1,4158,5651,0,536,0,244,780,-267,-194,2193,372,571,0.6416,440,359,1236,1
2019/2/14,70.27,70.5,70.03,70.03,68.93,1,3642,5131,0,119,0,117,236,-383,-352,2196,376,540,0.6067,446,270,1236,1
2019/2/15,70.08,70.36,69.71,69.85,68.97,1,3516,4842,0,-221,0,-61,-282,-413,-452,2188,381,545,0.6124,476,269,1236,1
2019/2/18,70.27,70.64,70.27,70.41,69.03,1,6596,5151,1,1353,0,3573,4926,1386,1091,2125,380,607,0.682,352,481,1236,1
2019/2/19,70.45,70.45,70.27,70.27,69.09,1,2862,4705,0,-326,0,686,360,-305,-338,2129,390,507,0.5703,424,246,1236,1
2019/2/20,70.64,71.2,70.64,71.06,69.17,1,34308,7754,1,20565,0,5067,25632,6255,4078,1955,449,752,0.8459,394,713,1236,1
2019/2/21,71.1,71.76,71.1,71.76,69.29,1,18665,9178,1,15630,0,-1669,13961,5143,4079,1902,459,753,0.847,427,700,1236,0
2019/2/22,71.62,71.62,71.2,71.62,69.39,1,9881,9641,1,6094,0,1978,8072,881,659,1868,477,572,0.6434,363,444,1236,0
2019/2/25,71.99,72.36,71.94,72.13,69.51,1,19365,10916,1,14622,500,-188,14934,2790,2065,1808,480,713,0.802,422,623,1236,0
2019/2/26,72.27,72.41,71.94,72.31,69.63,1,15903,11890,1,11778,-106,797,12469,1874,1684,1734,583,680,0.764,397,582,1236,0
2019/2/27,72.31,72.31,71.99,72.27,69.74,1,12907,12765,1,9697,0,-748,8949,1244,1128,1680,591,588,0.6607,342,484,1236,0
2019/3/4,72.18,72.18,71.38,71.62,69.82,1,8470,13247,0,16,0,-966,-950,-777,-955,1704,584,612,0.6876,520,330,1236,0
2019/3/5,71.29,71.57,71.15,71.43,69.89,1,9400,13836,0,6246,0,373,6619,-235,-305,1682,461,559,0.6281,460,270,1235,1
2019/3/6,71.52,71.71,71.43,71.62,69.97,1,19580,15134,1,16403,-430,-3041,12932,-289,-519,1688,457,476,0.5348,394,224,1235,1
2019/3/7,71.57,71.71,71.29,71.34,70.03,1,18240,16672,1,11590,0,2271,13861,-643,-738,1701,467,516,0.5798,457,209,1235,1
2019/3/8,70.92,71.06,70.55,70.73,70.06,1,9975,14239,0,2551,0,575,3126,-1664,-1855,1740,433,632,0.7101,608,212,1235,1
2019/3/11,70.59,70.87,70.45,70.87,70.09,1,4642,12836,0,816,0,-813,3,-1097,-1176,1755,428,547,0.6146,504,181,1235,1
2019/3/12,71.52,72.08,71.48,71.9,70.17,1,13857,13234,1,10200,0,1413,11613,1257,1367,1756,423,671,0.7539,421,552,1235,1
2019/3/13,71.71,71.85,71.48,71.76,70.24,1,10149,12312,0,6941,0,284,7225,-663,-771,1763,433,493,0.5539,423,218,1235,1
2019/3/14,71.94,72.04,71.62,71.71,70.31,1,5209,11243,0,2534,0,-523,2011,-372,-291,1786,402,474,0.5326,375,241,1235,1
2019/3/15,71.99,72.31,71.8,72.22,70.39,1,11484,11101,1,7058,0,3318,10376,1543,1527,1705,429,604,0.6787,308,508,1235,1
2019/3/18,72.36,72.69,72.27,72.69,70.49,1,12219,11476,1,8657,0,102,8759,2942,2392,1903,459,706,0.7933,372,637,1235,1
2019/3/19,72.69,72.97,72.45,72.97,70.6,1,8604,11396,0,7137,-39,-2052,5046,3049,2296,1563,468,643,0.7225,317,583,1235,1
2019/3/20,72.92,73.11,72.78,73.06,70.7,1,11856,10624,1,9381,-140,-5784,3457,2525,2070,1523,478,644,0.7236,311,568,1235,0
2019/3/21,73.34,73.66,73.2,73.66,70.83,1,11341,9934,1,9394,-100,-287,9007,5175,4022,1433,489,738,0.8292,288,703,1235,0
2019/3/22,73.99,74.18,73.57,73.85,70.96,1,6930,9629,0,4299,0,25,4324,3262,2872,1421,453,690,0.7753,367,633,1235,0
2019/3/25,72.69,72.92,72.59,72.73,71.04,1,7021,9867,0,1208,0,-2485,-1277,-689,-920,1460,518,686,0.7708,607,409,1235,1
2019/3/26,73.06,73.25,72.97,73.2,71.13,1,2700,8751,0,206,0,566,772,473,491,1585,520,489,0.5494,306,330,1235,1
2019/3/27,73.01,73.25,72.78,73.06,71.22,1,2556,7992,0,472,0,-329,143,86,34,1594,527,433,0.4865,304,252,1235,1
2019/3/28,72.87,73.15,72.73,73.06,71.3,1,3415,7813,0,2169,0,-905,1264,261,172,1589,553,407,0.4573,262,267,1235,1
2019/3/29,73.25,73.66,72.83,73.66,71.4,1,5680,7232,0,919,0,1635,2554,915,882,1442,547,560,0.6292,293,453,1235,1
2019/4/1,74.46,74.83,74.08,74.32,71.53,1,11053,7116,1,7215,0,-544,6671,3943,2963,1359,518,740,0.8315,388,701,1235,1
2019/4/2,74.55,74.87,74.55,74.59,71.66,1,5605,6816,0,2143,1000,-750,2393,1485,1088,1319,512,616,0.6921,328,520,1235,1
2019/4/3,74.83,74.87,74.41,74.59,71.79,1,6867,6317,1,4004,0,-374,3630,1279,1022,1239,509,603,0.6775,340,499,1235,1
2019/4/8,75.2,75.39,75.11,75.29,71.94,1,7991,5982,1,4183,0,1072,5255,3211,2293,1179,509,684,0.7685,382,613,1235,1
2019/4/9,75.34,75.76,75.25,75.76,72.11,1,15272,6816,1,9940,0,2122,12062,7509,5359,1117,506,754,0.8472,325,716,1235,1
2019/4/10,75.48,75.9,75.48,75.85,72.27,1,10863,7200,1,8257,0,253,8510,4525,3298,1095,505,690,0.7753,297,646,1235,1
